"订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码"
="603005006156494705","药房直发】振德一次性医用口罩50只装纱布透气防尘三层防菌防病毒","119.00","1","1005035*5","颜色分类：药房速发】振德医用纱布口罩50只（10只/袋）","null","null","等待买家付款","1005035*5"
="1023521954342155815","润华 喘舒片 48片/盒","20.00","10","1014793","套餐类型：标准装","null","null","卖家已发货，等待买家确认","1014793"
="1023499937929076532","买1送1 效期到7月】本天身爽复方氯己定撒粉50g痱子擦型足癣蚊","49.00","1","1006621*2","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1006621*2"
="594174405942585394","3盒39】  福元开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","2","1037871*20","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871*20"
="1023431382783014351","葵花 胃康灵颗粒 4g*10袋 慢性胃炎 和胃止痛嗳气泛酸","25.00","1","1015344","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1015344"
="1022880116497202985","金施尔康 多维元素片 30片 补充多种维生素矿物质 微量元素 药品","38.15","3","1006491","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1006491"
="1023406069566785449","迪沙 百合固金颗粒9g*10袋养阴润肺化痰止咳干咳少痰咽干喉痛","22.00","2","1009650","套餐类型：【标准装】本品1盒","null","null","买家已确认，等待卖家发货","1009650"
="1022872596358245973","药房直发】振德一次性医用口罩50只装纱布透气防尘三层防菌防病毒","119.00","1","1005035*5","颜色分类：药房速发】振德医用纱布口罩50只（10只/袋）","null","null","卖家已发货，等待买家确认","1005035*5"
="1023399681624094017","雷允上 珍菊降压片 0.25g*48片*1瓶/盒 cf","30.00","1","1009374*2","套餐类型：2盒装","null","null","卖家已发货，等待买家确认","1009374*2"
="1023399681624094017","沙利舒 复方沙棘籽油栓 2.7g*6粒/盒","29.80","10","1006785","null","null","null","卖家已发货，等待买家确认","1006785"
="1023411221184476984","3盒49】信龙开塞露含甘油20ml*20支儿童成人孕妇老人便秘通便","49.00","1","1030250*60","套餐类型：【限时特价】3盒49","null","null","卖家已发货，等待买家确认收货并付款","1030250*60"
="1023413013010679547","中诺平 盐酸氨溴索缓释片 75mg*10片/盒","19.90","2","1060095","套餐类型：标准装","null","null","卖家已发货，等待买家确认","1060095"
="1023377717527722147","药房直发】振德一次性医用口罩50只装纱布透气防尘三层防菌防病毒","119.00","1","1005035*5","颜色分类：药房速发】振德医用纱布口罩50只（10只/袋）","null","null","卖家已发货，等待买家确认","1005035*5"
="1023521847353061468","现货】天劲 强骨生血口服液10支滋补肝肾气血不足缺铁性贫血","650.00","1","1016825*12","套餐类型：限时特价【10盒装 实发12盒】","null","null","买家已确认，等待卖家发货","1016825*12"
="1023396322362760125","东阿阿胶复方阿胶浆[无糖型]48支养血口服液补气血治贫血东阿","269.90","2","1006473+1115886","套餐类型：本品1盒礼盒装48支+9.9元得天际通医用口罩10只","null","null","卖家已发货，等待买家确认收货并付款","1006473+1115886"
="1023510883392644515","羚锐  通络祛痛膏 6贴 活血通络 散寒除湿 消肿止痛","29.00","1","1006720","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1006720"
="1022808672352706463","限时特价】易下开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","1","1037871*20","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871*20"
="1023488483854424426","限时特价】707如意金黄散500g清热解毒消肿止痛疮疖肿跌打损扭伤","830.00","1","1037952*10","套餐类型：【特惠装！立减30！仅限前50名！】本品10袋","null","null","卖家已发货，等待买家确认收货并付款","1037952*10"
="1023348226908924818","3盒39】  福元开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","2","1037871*20","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871*20"
="1023319777847263674","现货】天劲 强骨生血口服液10支滋补肝肾气血不足缺铁性贫血","650.00","1","1016825*12","套餐类型：限时特价【10盒装 实发12盒】","null","null","买家已确认，等待卖家发货","1016825*12"
="1023333538852258156","3盒健民正品足光散3袋治脚气脱皮止痒足癣足光粉脚臭泡脚粉脚癣药","20.00","2","1030068*3","套餐类型：3盒优惠装","null","null","买家已确认，等待卖家发货","1030068*3"
="1023304994384761659","苏春珍珠明目滴眼液8ml 用于视疲劳慢性结膜炎养肝明","2.90","3","1010694","套餐类型：标准装（本品一盒）","null","null","买家已确认，等待卖家发货","1010694"
="1023304994384761659","5盒8元】海王氨咖黄敏片12片流行性感冒发热流涕鼻塞咽痛","8.00","1","1015610*5","套餐类型：套餐二：本品5盒","null","null","买家已确认，等待卖家发货","1015610*5"
="1023304994384761659","3盒49】信龙开塞露含甘油20ml*20支儿童成人孕妇老人便秘通便","49.00","6","1030250*60","套餐类型：【限时特价】3盒49","null","null","买家已确认，等待卖家发货","1030250*60"
="1023304994384761659","六棉牌 清凉喉片16片 疏散风热 清利咽喉 风热感冒 咽喉肿痛药品","3.30","4","1010760","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1010760"
="1022737568292662031","限时特价】易下开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","1","1037871*20","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871*20"
="594198535743177898","20片30元】途爽晕车贴旅行常备晕车药防晕船晕机成人儿童贴耳后","30.00","1","1111602*10","颜色分类：晕车贴20片10盒","null","null","卖家已发货，等待买家确认","1111602*10"
="1023260193345330207","3盒39】  福元开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","3","1037871*20","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871*20"
="1022720768519252410","同仁堂人参健脾丸10丸健脾祛湿益气和胃止泻腹痛厌食药品","16.40","7","1001807","套餐类型：标准装：本品1盒","null","null","买家已确认，等待卖家发货","1001807"
="1022716640720401822","药房直发】振德一次性医用口罩50只装纱布透气防尘三层防菌防病毒","119.00","1","1005035*5","颜色分类：药房速发】振德医用纱布口罩50只（10只/袋）","null","null","卖家已发货，等待买家确认","1005035*5"
="1022712448545070847","东阿阿胶复方阿胶浆[无糖型]48支养血口服液补气血治贫血东阿","259.00","2","1006473","套餐类型：【效期为21年1月和21年5月！随机发货】48支 礼盒装（无蔗糖）","null","null","卖家已发货，等待买家确认收货并付款","1006473"
="594036132693987697","药房直发】万艾可 万艾可/VIAGRA 枸橼酸西地那非片 0.1g*5片/盒","399.00","1","1007205","套餐类型：标准装","null","null","卖家已发货，等待买家确认","1007205"
="594196039596792294","药房直发】振德一次性医用口罩50只装纱布透气防尘三层防菌防病毒","119.00","1","1005035*5","颜色分类：药房速发】振德医用纱布口罩50只（10只/袋）","null","null","卖家已发货，等待买家确认","1005035*5"
="1023206657684296592","取悦男用狼牙套水晶套夫妻男性肉色阴茎套环成人情趣性用品","19.90","1","1092135","颜色分类：肌肉大兵","null","null","卖家已发货，等待买家确认","1092135"
="1023195745234324688","限时特价】蓝帆医疗检查手套M50只一次性使用检查手套 薄膜手套","26.90","1","1005019","null","null","null","卖家已发货，等待买家确认","1005019"
="1023181825373604980","药房直发】医用一次性外科口罩三层防护熔喷布防病毒飞沫无菌医用","129.00","1","1116154*50","颜色分类：本品1盒50只","null","null","卖家已发货，等待买家确认","1116154*50"
="1023198242709174279","药房直发】华森都梁软胶囊0.54g*54粒头痛刺痛祛风散寒活血通络","147.00","1","1106515*3","套餐类型：【疗程装】3盒","null","null","买家已确认，等待卖家发货","1106515*3"
="1023155489010032676","药房发】万通维生素E软胶囊100mg*200粒/瓶抗衰老VE孕妇备孕流产","168.00","1","1091825","套餐类型：标准装：1盒装","null","null","买家已确认，等待卖家发货","1091825"
="1023113153413872639","太极 麻杏止咳片 45片 镇咳 急慢性支气管炎 止咳化痰","19.80","1","1046353","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1046353"
="1023113153413872639","神奇强力枇杷露120ml止咳化痰 支气管炎咳嗽 止咳水","14.50","2","1009561","null","null","null","买家已确认，等待卖家发货","1009561"
="1023113153413872639","贵州神奇 枇杷止咳胶囊 24粒 止嗽 化痰 用于咳嗽及支气管炎","17.00","2","1022607","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1022607"
="1023113153413872639","感康 复方氨酚烷胺片12片 感冒引起的发热头痛四肢酸痛打喷嚏","13.00","1","1007936","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1007936"
="602983982728121704","优惠】婧亮 维生素AE胶丸30粒夜盲干眼症皮肤粗糙习惯性流产辅疗","120.00","1","1021719*5","套餐类型：【疗程装】本品五盒","null","null","买家已确认，等待卖家发货","1021719*5"
="1023227523423788350","3盒39】  福元开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","1","1037871*20","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871*20"
="1023106818542192115","买2送1】samly/生命力 纽徕佛蛋白质粉455g乳清中老年人增强免疫","99.00","1","1005487","null","null","null","卖家已发货，等待买家确认","1005487"
="1023056449928370991","5盒24.9元】天洋双唑泰栓7粒细菌性阴道病外阴阴道病","24.90","20","1016475*5","套餐类型：【套餐二】5盒","null","null","买家已确认，等待卖家发货","1016475*5"
="1022523712311605917","3盒39】  福元开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","4","1037871*20","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871*20"
="594027172073999994","沙利舒 盆炎清栓 100mg:25mg*10粒/盒","26.00","3","1006783","null","null","null","卖家已发货，等待买家确认","1006783"
="1023196803808663389","现货】新海康健脾八珍糕膏24块健脾胃成人儿童脾胃虚弱消化不良","190.00","1","1016398*5","套餐类型：优惠装【5盒】","null","null","卖家已发货，等待买家确认收货并付款","1016398*5"
="1023044545211003092","包邮！同疗效米可定制霉菌素阴道泡腾片念珠菌性外阴阴道炎制霉素","59.00","1","1015367","套餐类型：米可定停产！发货为同疗效凯妮汀】【1盒装】","null","null","卖家已发货，等待买家确认收货并付款","1015367"
="1022501344442064726","3盒39】  福元开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","1","1037871*20","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871*20"
="1023015873017271672","限时特价】易下开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","1","1037871*20","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871*20"
="1023009057784605653","3盒39】  福元开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","1","1037871*20","套餐类型：【标准装】本品1盒20支","null","null","买家已确认，等待卖家发货","1037871*20"
="1023159491826483508","一正消炎镇痛膏10贴关节痛膏药贴风湿贴祛风除湿消炎镇疼膏肩周炎","18.00","3","1024699","null","null","null","卖家已发货，等待买家确认","1024699"
="1023009025002228649","白猫清凉油10g 清凉散热 醒脑提神 止痒止痛 头痛晕车 蚊虫叮咬。","4.50","5","1038220","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1038220"
="1023142979016834358","现货】云昆 丹栀逍遥丸 6g*10袋 舒肝解郁 清热调经 潮热","16.90","4","1011019","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1011019"
="1023139043829153223","3盒39】  福元开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","1","1037871*20","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871*20"
="1023013570120749926","信龙 复方土槿皮酊 15ml 杀菌止痒适用于趾痒皮肤滋痒癣疾","3.90","5","1038080","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1038080"
="1022444032685749926","三九999 糠酸莫米松乳膏 10g","15.00","7","1011265","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1011265"
="594020772563891096","太极通宣理肺颗粒10袋 风寒感冒咯痰不畅发热恶寒鼻塞流涕","25.00","5","1022554","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1022554"
="1022950625564945817","999三九咽炎片48片慢性咽炎清热解毒镇咳止痒咳嗽咽喉炎","16.00","19","1010773","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1010773"
="1022962754703666862","克银迪 盐酸伊曲康唑胶囊 0.1g*14粒/盒","29.00","2","1075777","null","null","null","卖家已发货，等待买家确认","1075777"
="1022384448017002082","荣昌肛泰软膏10g内痔外痔混合痔 便血肛门瘙痒肿胀 痔疮膏痔疮药","69.00","1","1011508*5","套餐类型：套餐三","null","null","买家已确认，等待卖家发货","1011508*5"
="1022874625459285226","贵州百灵黄连上清片48片散风清热泻火止痛头晕目眩","14.00","1","1011665*3","套餐类型：套餐一：本品3盒","null","null","买家已确认，等待卖家发货","1011665*3"
="1022896386595514088","优惠】PZH/片仔癀复方片仔癀软膏10g/盒带状疱疹脓胞疮毛囊炎痤疮","59.80","1","1006620","套餐类型：标准装：本品1盒","null","null","买家已确认，等待卖家发货","1006620"
="1023011171404528951","药房直发】振德一次性医用口罩50只装纱布透气防尘三层防菌防病毒","119.00","1","1005035*5","颜色分类：药房速发】振德医用纱布口罩50只（10只/袋）","null","null","交易关闭","1005035*5"
="1022988003159453192","买2送1】samly/生命力 纽徕佛蛋白质粉455g乳清中老年人增强免疫","99.00","2","1005487","null","null","null","卖家已发货，等待买家确认","1005487"
="1022831809193666862","克银迪 盐酸伊曲康唑胶囊 0.1g*14粒/盒","29.00","2","1075777","null","null","null","交易关闭","1075777"
="1022284512821675393","999三九皮炎平复方醋酸地塞米松乳膏20g","12.00","1","1011256","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1011256"
="1022814209612071032","药房直发】振德一次性医用口罩50只装纱布透气防尘三层防菌防病毒","119.00","1","1005035*5","颜色分类：药房速发】振德医用纱布口罩50只（10只/袋）","null","null","卖家已发货，等待买家确认","1005035*5"
="1022260768152118721","东阿阿胶复方阿胶浆[无糖型]48支养血口服液补气血治贫血东阿","269.90","1","1006473+1115886","套餐类型：本品1盒礼盒装48支+9.9元得天际通医用口罩10只","null","null","买家已确认，等待卖家发货","1006473+1115886"
="1022246848194263583","蒙欣 维磷葡钙片 100片 用于防治钙缺乏症 佝偻病 妊娠哺乳期补钙","9.90","2","1051297","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1051297"
="1022919523978321855","现货】玉龙肤舒止痒膏200g风热燥湿养血止痒皮肤瘙痒湿疹膏","98.00","1","1011348","套餐类型：标准装","null","null","卖家已发货，等待买家确认收货并付款","1011348"
="594008932976731894","邦力丁酸氢化可的松乳膏15g药膏湿疹过敏性皮炎皮肤瘙痒瘙痒症","33.00","1","1011262*3","套餐类型：套餐一：本品3盒","null","null","买家已确认，等待卖家发货","1011262*3"
="1022798146273711219","东阿阿胶复方阿胶浆[无糖型]48支养血口服液补气血治贫血东阿","259.00","2","1006473","套餐类型：【效期为21年1月和21年5月！随机发货】48支 礼盒装（无蔗糖）","null","null","卖家已发货，等待买家确认收货并付款","1006473"
="1022766306758451629","雨婷 左炔诺孕酮片0.75mg*2片/盒 女性紧急避孕口服事后","12.00","1","1011179","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1011179"
="1022722369595900427","特价】宁宁正柴胡饮颗粒10克*10袋表散风寒解热止痛外感发热头痛","18.00","6","1100702","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1100702"
="1022724034358018741","仲景 麦味地黄丸 300粒 仲景 麦味地黄丸","30.00","3","1038202","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1038202"
="1022718306252361151","东阿阿胶复方阿胶浆[无糖型]48支养血口服液补气血治贫血东阿","259.00","1","1006473","套餐类型：【效期为21年1月和21年5月！随机发货】48支 礼盒装（无蔗糖）","null","null","卖家已发货，等待买家确认收货并付款","1006473"
="1022136768259183845","3盒49】信龙开塞露含甘油20ml*20支儿童成人孕妇老人便秘通便","49.00","3","1030250*60","套餐类型：【限时特价】3盒49","null","null","卖家已发货，等待买家确认收货并付款","1030250*60"
="1022658785333058512","效期到11月】CALTRATE/钙尔奇千林R氨糖软骨素加钙片1.0g/片*92片","189.00","2","1014730","null","null","null","交易关闭","1014730"
="1022119232678447016","御芝林变通牌天天胶囊27粒便通清肠芦荟果蔬便秘宿便药房旗舰正品","59.00","1","1002687","null","null","null","卖家已发货，等待买家确认","1002687"
="1022643137748396385","药房直发】振德一次性医用口罩50只装纱布透气防尘三层防菌防病毒","119.00","2","1005035*5","颜色分类：药房速发】振德医用纱布口罩50只（10只/袋）","null","null","卖家已发货，等待买家确认","1005035*5"
="1022796451513727753","药房直发】振德一次性医用口罩50只装纱布透气防尘三层防菌防病毒","119.00","1","1005035*5","颜色分类：药房速发】振德医用纱布口罩50只（10只/袋）","null","null","卖家已发货，等待买家确认","1005035*5"
="594164711206386997","润华 喘舒片 48片/盒","20.00","5","1014793","套餐类型：标准装","null","null","卖家已发货，等待买家确认","1014793"
="1022092064343595846","999咽炎片24片养阴润肺清热解毒清利咽喉镇咳止痒 咳嗽","45.00","1","1023198*5","套餐类型：套餐二：本品5盒","null","null","买家已确认，等待卖家发货","1023198*5"
="1022640322767305557","东阿阿胶复方阿胶浆[无糖型]48支养血口服液补气血治贫血东阿","259.00","1","1006473","套餐类型：【效期为21年1月和21年5月！随机发货】48支 礼盒装（无蔗糖）","null","null","卖家已发货，等待买家确认收货并付款","1006473"
="1022596321447527028","药房直发】鱼跃口腔腋下型玻璃水银体温计三角型棒式测量体温度","19.90","1","1015303+1115018","颜色分类：【居家防范】本品1只+医用一次性手套100只","null","null","卖家已发货，等待买家确认","1015303+1115018"
="1022062784770527028","药房直发】鱼跃口腔腋下型玻璃水银体温计三角型棒式测量体温度","29.90","1","1114871+1015303","颜色分类：【免洗手】本品1只+苏韵堂免洗手消毒液500ml","null","null","卖家已发货，等待买家确认","1114871+1015303"
="1022611810439376010","999三九皮炎平复方醋酸地塞米松乳膏20g","12.00","2","1011256","套餐类型：标准装","null","null","卖家已发货，等待买家确认收货并付款","1011256"
="1022564513890590457","限时特价】易下开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","1","1037871*20","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871*20"
="1022533345990677543","【套餐优惠】复方片仔癀痔疮软膏10g内痔外痔混合痔清热解毒止血","59.80","1","1006686","套餐类型：标准装：本品1盒","null","null","买家已确认，等待卖家发货","1006686"
="1022505761672443730","葵花壮腰健肾丸3.5g*9袋补肾亏虚尿频腰疼痛风湿骨痛养血祛风","15.90","10","1018330","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1018330"
="1021953216788584844","【套餐优惠】复方片仔癀痔疮软膏10g内痔外痔混合痔清热解毒止血","59.80","4","1006686","套餐类型：标准装：本品1盒","null","null","买家已确认，等待卖家发货","1006686"
="1022505826116593154","东阿阿胶复方阿胶浆[无糖型]48支养血口服液补气血治贫血东阿","259.00","1","1006473","套餐类型：【效期为21年1月和21年5月！随机发货】48支 礼盒装（无蔗糖）","null","null","卖家已发货，等待买家确认收货并付款","1006473"
="1022483842759322819","特价】仁和 优卡丹小儿氨酚烷胺颗粒6gx10袋儿童普通感冒发热头痛","12.80","2","1023605","套餐类型：【标准装】1盒","null","null","买家已确认，等待卖家发货","1023605"
="1021920448979651931","唐王 天麻片 36片*2盒 祛风除湿 舒筋活络 活血止痛","8.00","5","1091925","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1091925"
="594115269345336795","3盒39】  福元开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","1","1037871*20","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871*20"
="1022416802174417480","东阿阿胶复方阿胶浆[无糖型]48支养血口服液补气血治贫血东阿","259.00","1","1006473","套餐类型：【效期为21年1月和21年5月！随机发货】48支 礼盒装（无蔗糖）","null","null","卖家已发货，等待买家确认收货并付款","1006473"
="1021853824033438342","999养胃舒颗粒 10g*10袋三九胃泰绿色装 慢性胃炎胃脘灼","23.00","5","1007395","套餐类型：标准装：本品1盒","null","null","买家已确认，等待卖家发货","1007395"
="594114117070007699","限时特价】易下开塞露含甘油20ml*20支便秘老年人成人润滑通便","39.00","1","1037871*60","套餐类型：【限时特价】3盒39","null","null","卖家已发货，等待买家确认收货并付款","1037871*60"
="1022492803341306370","现货】玉龙肤舒止痒膏200g风热燥湿养血止痒皮肤瘙痒湿疹膏","98.00","2","1011348","套餐类型：标准装","null","null","卖家已发货，等待买家确认收货并付款","1011348"
="1021803008117141771","东阿阿胶复方阿胶浆[无糖型]48支养血口服液补气血治贫血东阿","259.00","1","1006473","套餐类型：【效期为21年1月和21年5月！随机发货】48支 礼盒装（无蔗糖）","null","null","卖家已发货，等待买家确认收货并付款","1006473"
="1021801024394814043","3盒39】  福元开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","1","1037871*20","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871*20"
="1022488323020946561","东阿阿胶复方阿胶浆[无糖型]48支养血口服液补气血治贫血东阿","259.00","1","1006473","套餐类型：【效期为21年1月和21年5月！随机发货】48支 礼盒装（无蔗糖）","null","null","买家已确认，等待卖家发货","1006473"
="1022488323020946561","半边天阿胶益寿口服液20ml*12支产后诸虚 四肢无力 腰漆酸软","48.00","1","1018927","套餐类型：标准装：本品1盒","null","null","买家已确认，等待卖家发货","1018927"
="1022313345776118939","金焦 参芪健胃颗粒6袋 慢性萎缩性胃炎 胃脘胀痛 嗳气","9.90","4","1009980","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1009980"
="1021779616001692214","三九999感冒灵胶囊12粒头痛发热鼻塞流涕咽痛","65.00","4","1009132*5","套餐类型：套餐二：本品5盒","null","null","买家已确认，等待卖家发货","1009132*5"
="1022311170446251658","药房直发】振德一次性医用口罩50只装纱布透气防尘三层防菌防病毒","119.00","1","1005035*5","颜色分类：药房速发】振德医用纱布口罩50只（10只/袋）","null","null","卖家已发货，等待买家确认","1005035*5"
="1022284833432548137","优惠】PZH/片仔癀复方片仔癀软膏10g/盒带状疱疹脓胞疮毛囊炎痤疮","99.00","1","1006620*2","套餐类型：两盒装","null","null","买家已确认，等待卖家发货","1006620*2"
="1022247905738690444","太极通天口服液12支活血化瘀祛风止痛头晕恶心呕吐偏头痛头疼药","198.00","1","1063413","套餐类型：【疗程装】5盒","null","null","买家已确认，等待卖家发货","1063413"
="1022260802442263314","药房直发】振德一次性医用口罩50只装纱布透气防尘三层防菌防病毒","119.00","1","1005035*5","颜色分类：药房速发】振德医用纱布口罩50只（10只/袋）","null","null","卖家已发货，等待买家确认","1005035*5"
="593975556366680294","会康 复方北豆根氨酚那敏片27片流行性感冒发热头痛鼻塞流涕咽痛","21.60","2","1015677","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1015677"
="1021707200559980313","现货】天劲 强骨生血口服液10支滋补肝肾气血不足缺铁性贫血","68.00","2","1016825","套餐类型：1盒装","null","null","卖家已发货，等待买家确认收货并付款","1016825"
="1022164129829881316","药房直发】振德一次性医用口罩50只装纱布透气防尘三层防菌防病毒","119.00","1","1005035*5","颜色分类：药房速发】振德医用纱布口罩50只（10只/袋）","null","null","卖家已发货，等待买家确认","1005035*5"
="1022170306642701956","3盒49】信龙开塞露含甘油20ml*20支儿童成人孕妇老人便秘通便","49.00","10","1030250*3","套餐类型：【限时特价】3盒49","null","null","卖家已发货，等待买家确认收货并付款","1030250*3"
="1022154914358994572","可伊新复方芦荟胶囊30粒 润肠通便宁心安神便秘腹胀腹痛烦躁失眠","20.00","5","1007407","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1007407"
="1021597920371988221","药房直发】医用一次性外科口罩三层防护熔喷布防病毒飞沫无菌医用","129.00","1","1116154*50","颜色分类：本品1盒50只","null","null","卖家已发货，等待买家确认收货并付款","1116154*50"
="1022135554300160316","3盒49】信龙开塞露含甘油20ml*20支儿童成人孕妇老人便秘通便","49.00","3","1030250*3","套餐类型：【限时特价】3盒49","null","null","卖家已发货，等待买家确认收货并付款","1030250*3"
="1021557152633964126","现货】天劲 强骨生血口服液10支滋补肝肾气血不足缺铁性贫血","650.00","1","1016825*12","套餐类型：限时特价【10盒装 实发12盒】","null","null","买家已确认，等待卖家发货","1016825*12"
="1021531488385477925","鱼跃YU821 铝合金拐杖老年铝合金可升降拐棍拐抏助行器残疾人手杖","62.00","1","1004871","null","null","null","卖家已发货，等待买家确认","1004871"
="1022051361754044713","限时特价】易下开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","2","1037871","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871"
="1022193955856649390","药房直发】振德一次性医用口罩50只装纱布透气防尘三层防菌防病毒","119.00","1","1005035*5","颜色分类：药房速发】振德医用纱布口罩50只（10只/袋）","null","null","卖家已发货，等待买家确认","1005035*5"
="1022192067314028368","3盒39】  福元开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","1","1037871","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871"
="1022048130284811936","东阿阿胶复方阿胶浆[无糖型]48支养血口服液补气血治贫血东阿","259.00","1","1006473","套餐类型：【效期为21年1月和21年5月！随机发货】48支 礼盒装（无蔗糖）","null","null","买家已确认，等待卖家发货","1006473"
="1022012577177734387","爱一心 三年青艾条随身灸艾柱艾条10支/盒","47.80","1","1094539","null","null","null","卖家已发货，等待买家确认","1094539"
="1022173091558873630","北京同仁堂 艾附暖宫丸30g 理气补血 暖宫调经 月经量少经期腹痛","11.88","1","1029815","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1029815"
="1022155683222202822","3盒39】  福元开塞露含甘油20ml*20支便秘老年人成人润滑通便","39.00","1","1037871*3","套餐类型：【限时特价】3盒39","null","null","合约中","1037871*3"
="1022153315043730585","限时特价】易下开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","1","1037871","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871"
="1022007394488730585","限时特价】易下开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","1","1037871","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871"
="1022003298693979769","药监备案】振德一次性医用纱布口罩10只装透气防尘三层防菌防病毒","119.00","1","1005035*5","颜色分类：10只独立装*5袋【共50只】","null","null","交易成功","1005035*5"
="1021994690516241429","药房直发】振德一次性医用口罩50只装纱布透气防尘三层防菌防病毒","119.00","6","1005035*5","颜色分类：药房速发】振德医用纱布口罩50只（10只/袋）","null","null","卖家已发货，等待买家确认","1005035*5"
="1022133827399689423","东阿阿胶复方阿胶浆[无糖型]48支养血口服液补气血治贫血东阿","259.00","2","1006473","套餐类型：【效期为21年1月和21年5月！随机发货】48支 礼盒装（无蔗糖）","null","null","卖家已发货，等待买家确认收货并付款","1006473"
="1022124131966941608","现货】天劲 强骨生血口服液10支滋补肝肾气血不足缺铁性贫血","650.00","1","1016825*12","套餐类型：限时特价【10盒装 实发12盒】","null","null","买家已确认，等待卖家发货","1016825*12"
="1021956033916381320","999养胃舒颗粒 10g*10袋三九胃泰绿色装 慢性胃炎胃脘灼","23.00","4","1007395","套餐类型：标准装：本品1盒","null","null","卖家已发货，等待买家确认收货并付款","1007395"
="1021956417321878659","药监备案】振德一次性医用纱布口罩10只装透气防尘三层防菌防病毒","119.00","1","1005035*5","颜色分类：10只独立装*5袋【共50只】","null","null","卖家已发货，等待买家确认","1005035*5"
="1021948033797974247","药监备案】振德一次性医用纱布口罩10只装透气防尘三层防菌防病毒","119.00","4","1005035*5","颜色分类：10只独立装*5袋【共50只】","null","null","卖家已发货，等待买家确认","1005035*5"
